FIPS Code,State and area,Year,Month,Civilian non-institutional population,Total,Percent of population,EmploymentTotal,Percent of population,UnemploymentTotal,UnemplotmentRate
18,Indiana,2017,5,"5,184,386   ","3,334,365   ",64.3   ,"3,229,352   ",62.3   ,"105,013   ",3.1   
19,Iowa,2017,5,"2,463,587   ","1,694,003   ",68.8   ,"1,644,563   ",66.8   ,"49,440   ",2.9   
20,Kansas,2017,5,"2,226,502   ","1,484,313   ",66.7   ,"1,431,774   ",64.3   ,"52,539   ",3.5   
21,Kentucky,2017,5,"3,487,695   ","2,059,502   ",59.1   ,"1,962,103   ",56.3   ,"97,399   ",4.7   
22,Louisiana,2017,5,"3,585,573   ","2,103,411   ",58.7   ,"1,997,790   ",55.7   ,"105,621   ",5.0   
23,Maine,2017,5,"1,105,242   ","700,567   ",63.4   ,"676,366   ",61.2   ,"24,201   ",3.5   
24,Maryland,2017,5,"4,794,881   ","3,227,761   ",67.3   ,"3,109,834   ",64.9   ,"117,927   ",3.7   
25,Massachusetts,2017,5,"5,647,874   ","3,699,438   ",65.5   ,"3,561,931   ",63.1   ,"137,507   ",3.7   
26,Michigan,2017,5,"7,993,839   ","4,888,128   ",61.1   ,"4,699,477   ",58.8   ,"188,651   ",3.9   
27,Minnesota,2017,5,"4,374,042   ","3,065,677   ",70.1   ,"2,968,226   ",67.9   ,"97,451   ",3.2   
28,Mississippi,2017,5,"2,284,478   ","1,281,006   ",56.1   ,"1,211,397   ",53.0   ,"69,609   ",5.4   
29,Missouri,2017,5,"4,772,428   ","3,069,386   ",64.3   ,"2,956,045   ",61.9   ,"113,341   ",3.7   
30,Montana,2017,5,"835,357   ","529,758   ",63.4   ,"510,904   ",61.2   ,"18,854   ",3.6   
31,Nebraska,2017,5,"1,472,317   ","1,027,451   ",69.8   ,"998,084   ",67.8   ,"29,367   ",2.9   
32,Nevada,2017,5,"2,301,965   ","1,438,829   ",62.5   ,"1,369,129   ",59.5   ,"69,700   ",4.8   
33,New Hampshire,2017,5,"1,111,368   ","753,563   ",67.8   ,"733,608   ",66.0   ,"19,955   ",2.6   
34,New Jersey,2017,5,"7,262,930   ","4,610,590   ",63.5   ,"4,409,616   ",60.7   ,"200,974   ",4.4   
35,New Mexico,2017,5,"1,625,879   ","944,999   ",58.1   ,"890,329   ",54.8   ,"54,670   ",5.8   
36,New York,2017,5,"16,167,243   ","9,810,605   ",60.7   ,"9,384,059   ",58.0   ,"426,546   ",4.3   
51000,New York city,2017,5,"7,087,675   ","4,280,591   ",60.4   ,"4,095,668   ",57.8   ,"184,923   ",4.3   
37,North Carolina,2017,5,"7,918,338   ","4,856,458   ",61.3   ,"4,638,586   ",58.6   ,"217,872   ",4.5   
38,North Dakota,2017,5,"587,456   ","418,833   ",71.3   ,"409,795   ",69.8   ,"9,038   ",2.2   
39,Ohio,2017,5,"9,230,327   ","5,816,408   ",63.0   ,"5,542,506   ",60.0   ,"273,902   ",4.7   
40,Oklahoma,2017,5,"2,985,810   ","1,822,628   ",61.0   ,"1,748,047   ",58.5   ,"74,581   ",4.1   
41,Oregon,2017,5,"3,321,992   ","2,069,302   ",62.3   ,"1,996,346   ",60.1   ,"72,956   ",3.5   
42,Pennsylvania,2017,5,"10,350,397   ","6,486,014   ",62.7   ,"6,177,423   ",59.7   ,"308,591   ",4.8   
44,Rhode Island,2017,5,"881,389   ","563,129   ",63.9   ,"540,604   ",61.3   ,"22,525   ",4.0   
45,South Carolina,2017,5,"3,891,383   ","2,264,816   ",58.2   ,"2,180,047   ",56.0   ,"84,769   ",3.7   
46,South Dakota,2017,5,"657,715   ","457,249   ",69.5   ,"443,998   ",67.5   ,"13,251   ",2.9   
47,Tennessee,2017,5,"5,276,523   ","3,176,861   ",60.2   ,"3,075,250   ",58.3   ,"101,611   ",3.2   
48,Texas,2017,5,"21,093,527   ","13,428,095   ",63.7   ,"12,867,797   ",61.0   ,"560,298   ",4.2   
49,Utah,2017,5,"2,253,166   ","1,548,570   ",68.7   ,"1,501,619   ",66.6   ,"46,951   ",3.0   
50,Vermont,2017,5,"527,406   ","353,609   ",67.0   ,"343,512   ",65.1   ,"10,097   ",2.9   
51,Virginia,2017,5,"6,618,227   ","4,363,286   ",65.9   ,"4,200,994   ",63.5   ,"162,292   ",3.7   
53,Washington,2017,5,"5,838,142   ","3,703,562   ",63.4   ,"3,543,779   ",60.7   ,"159,783   ",4.3   
54,West Virginia,2017,5,"1,468,037   ","779,956   ",53.1   ,"744,461   ",50.7   ,"35,495   ",4.6   
55,Wisconsin,2017,5,"4,613,352   ","3,129,566   ",67.8   ,"3,033,719   ",65.8   ,"95,847   ",3.1   
56,Wyoming,2017,5,"445,744   ","292,603   ",65.6   ,"280,657   ",63.0   ,"11,946   ",4.1   
1,Alabama,2017,6,"3,887,836   ","2,213,525   ",56.9   ,"2,104,823   ",54.1   ,"108,702   ",4.9   
2,Alaska,2017,6,"546,455   ","367,919   ",67.3   ,"343,953   ",62.9   ,"23,966   ",6.5   
4,Arizona,2017,6,"5,336,246   ","3,242,662   ",60.8   ,"3,075,074   ",57.6   ,"167,588   ",5.2   
5,Arkansas,2017,6,"2,311,828   ","1,367,207   ",59.1   ,"1,313,255   ",56.8   ,"53,952   ",3.9   
6,California,2017,6,"30,796,384   ","19,165,427   ",62.2   ,"18,220,774   ",59.2   ,"944,653   ",4.9   
37,Los Angeles County,2017,6,"8,079,891   ","5,086,085   ",62.9   ,"4,839,704   ",59.9   ,"246,381   ",4.8   
8,Colorado,2017,6,"4,372,492   ","2,975,506   ",68.1   ,"2,894,927   ",66.2   ,"80,579   ",2.7   
9,Connecticut,2017,6,"2,900,224   ","1,942,480   ",67.0   ,"1,854,419   ",63.9   ,"88,061   ",4.5   
10,Delaware,2017,6,"763,427   ","478,083   ",62.6   ,"455,453   ",59.7   ,"22,630   ",4.7   
11,District of Columbia,2017,6,"557,978   ","394,878   ",70.8   ,"369,373   ",66.2   ,"25,505   ",6.5   
12,Florida,2017,6,"16,807,904   ","10,017,037   ",59.6   ,"9,573,708   ",57.0   ,"443,329   ",4.4   
13,Georgia,2017,6,"7,991,338   ","5,114,007   ",64.0   ,"4,855,182   ",60.8   ,"258,825   ",5.1   
15,Hawaii,2017,6,"1,120,449   ","698,325   ",62.3   ,"679,004   ",60.6   ,"19,321   ",2.8   
16,Idaho,2017,6,"1,312,989   ","845,925   ",64.4   ,"821,885   ",62.6   ,"24,040   ",2.8   
17,Illinois,2017,6,"10,141,678   ","6,629,658   ",65.4   ,"6,288,309   ",62.0   ,"341,349   ",5.1   
18,Indiana,2017,6,"5,187,058   ","3,373,273   ",65.0   ,"3,255,245   ",62.8   ,"118,028   ",3.5   
19,Iowa,2017,6,"2,464,721   ","1,713,536   ",69.5   ,"1,659,900   ",67.3   ,"53,636   ",3.1   
20,Kansas,2017,6,"2,226,785   ","1,502,582   ",67.5   ,"1,445,795   ",64.9   ,"56,787   ",3.8   
21,Kentucky,2017,6,"3,489,324   ","2,082,798   ",59.7   ,"1,970,093   ",56.5   ,"112,705   ",5.4   
22,Louisiana,2017,6,"3,585,476   ","2,128,498   ",59.4   ,"2,005,517   ",55.9   ,"122,981   ",5.8   
23,Maine,2017,6,"1,105,797   ","714,418   ",64.6   ,"691,346   ",62.5   ,"23,072   ",3.2   
24,Maryland,2017,6,"4,797,391   ","3,274,965   ",68.3   ,"3,135,752   ",65.4   ,"139,213   ",4.3   
25,Massachusetts,2017,6,"5,652,341   ","3,762,527   ",66.6   ,"3,611,464   ",63.9   ,"151,063   ",4.0   
26,Michigan,2017,6,"7,997,567   ","4,940,305   ",61.8   ,"4,724,096   ",59.1   ,"216,209   ",4.4   
27,Minnesota,2017,6,"4,377,719   ","3,099,296   ",70.8   ,"2,987,900   ",68.3   ,"111,396   ",3.6   
28,Mississippi,2017,6,"2,284,836   ","1,288,899   ",56.4   ,"1,207,888   ",52.9   ,"81,011   ",6.3   
29,Missouri,2017,6,"4,774,476   ","3,089,176   ",64.7   ,"2,974,642   ",62.3   ,"114,534   ",3.7   
30,Montana,2017,6,"836,278   ","536,655   ",64.2   ,"515,264   ",61.6   ,"21,391   ",4.0   
31,Nebraska,2017,6,"1,473,325   ","1,033,507   ",70.1   ,"1,001,047   ",67.9   ,"32,460   ",3.1   
32,Nevada,2017,6,"2,305,622   ","1,442,440   ",62.6   ,"1,368,906   ",59.4   ,"73,534   ",5.1   
33,New Hampshire,2017,6,"1,112,237   ","763,761   ",68.7   ,"743,313   ",66.8   ,"20,448   ",2.7   
34,New Jersey,2017,6,"7,267,412   ","4,660,510   ",64.1   ,"4,451,816   ",61.3   ,"208,694   ",4.5   
35,New Mexico,2017,6,"1,626,351   ","955,431   ",58.7   ,"891,994   ",54.8   ,"63,437   ",6.6   
36,New York,2017,6,"16,171,494   ","9,920,095   ",61.3   ,"9,469,576   ",58.6   ,"450,519   ",4.5   
51000,New York city,2017,6,"7,089,553   ","4,300,703   ",60.7   ,"4,108,299   ",57.9   ,"192,404   ",4.5   
37,North Carolina,2017,6,"7,926,790   ","4,895,528   ",61.8   ,"4,665,293   ",58.9   ,"230,235   ",4.7   
38,North Dakota,2017,6,"587,479   ","424,624   ",72.3   ,"413,097   ",70.3   ,"11,527   ",2.7   
39,Ohio,2017,6,"9,234,031   ","5,890,478   ",63.8   ,"5,581,317   ",60.4   ,"309,161   ",5.2   
40,Oklahoma,2017,6,"2,986,403   ","1,839,835   ",61.6   ,"1,760,915   ",59.0   ,"78,920   ",4.3   
41,Oregon,2017,6,"3,326,387   ","2,096,601   ",63.0   ,"2,009,890   ",60.4   ,"86,711   ",4.1   
42,Pennsylvania,2017,6,"10,353,296   ","6,535,925   ",63.1   ,"6,204,320   ",59.9   ,"331,605   ",5.1   
44,Rhode Island,2017,6,"881,753   ","568,782   ",64.5   ,"545,211   ",61.8   ,"23,571   ",4.1   
45,South Carolina,2017,6,"3,895,976   ","2,294,695   ",58.9   ,"2,195,461   ",56.4   ,"99,234   ",4.3   
46,South Dakota,2017,6,"658,336   ","463,037   ",70.3   ,"449,171   ",68.2   ,"13,866   ",3.0   
47,Tennessee,2017,6,"5,281,634   ","3,215,149   ",60.9   ,"3,083,372   ",58.4   ,"131,777   ",4.1   
48,Texas,2017,6,"21,120,880   ","13,483,871   ",63.8   ,"12,868,632   ",60.9   ,"615,239   ",4.6   
49,Utah,2017,6,"2,258,001   ","1,560,855   ",69.1   ,"1,507,050   ",66.7   ,"53,805   ",3.4   
50,Vermont,2017,6,"527,669   ","358,716   ",68.0   ,"347,802   ",65.9   ,"10,914   ",3.0   
51,Virginia,2017,6,"6,623,222   ","4,394,987   ",66.4   ,"4,232,063   ",63.9   ,"162,924   ",3.7   
53,Washington,2017,6,"5,847,722   ","3,733,476   ",63.8   ,"3,568,865   ",61.0   ,"164,611   ",4.4   
54,West Virginia,2017,6,"1,467,303   ","795,242   ",54.2   ,"753,614   ",51.4   ,"41,628   ",5.2   
55,Wisconsin,2017,6,"4,615,766   ","3,193,981   ",69.2   ,"3,076,954   ",66.7   ,"117,027   ",3.7   
56,Wyoming,2017,6,"445,488   ","298,018   ",66.9   ,"285,456   ",64.1   ,"12,562   ",4.2   
1,Alabama,2017,7,"3,890,080   ","2,215,473   ",57.0   ,"2,111,585   ",54.3   ,"103,888   ",4.7   
2,Alaska,2017,7,"546,404   ","370,421   ",67.8   ,"347,979   ",63.7   ,"22,442   ",6.1   
4,Arizona,2017,7,"5,343,401   ","3,244,988   ",60.7   ,"3,073,625   ",57.5   ,"171,363   ",5.3   
5,Arkansas,2017,7,"2,312,895   ","1,365,789   ",59.1   ,"1,309,329   ",56.6   ,"56,460   ",4.1   
6,California,2017,7,"30,814,609   ","19,293,926   ",62.6   ,"18,295,073   ",59.4   ,"998,853   ",5.2   
37,Los Angeles County,2017,7,"8,082,058   ","5,134,456   ",63.5   ,"4,856,570   ",60.1   ,"277,886   ",5.4   
8,Colorado,2017,7,"4,378,506   ","2,990,596   ",68.3   ,"2,910,953   ",66.5   ,"79,643   ",2.7   
9,Connecticut,2017,7,"2,900,939   ","1,960,576   ",67.6   ,"1,868,866   ",64.4   ,"91,710   ",4.7   
10,Delaware,2017,7,"764,130   ","480,010   ",62.8   ,"457,046   ",59.8   ,"22,964   ",4.8   
11,District of Columbia,2017,7,"558,400   ","399,064   ",71.5   ,"372,432   ",66.7   ,"26,632   ",6.7   
12,Florida,2017,7,"16,833,365   ","10,037,450   ",59.6   ,"9,581,987   ",56.9   ,"455,463   ",4.5   
13,Georgia,2017,7,"8,000,056   ","5,132,438   ",64.2   ,"4,876,600   ",61.0   ,"255,838   ",5.0   
15,Hawaii,2017,7,"1,120,494   ","697,693   ",62.3   ,"682,257   ",60.9   ,"15,436   ",2.2   
16,Idaho,2017,7,"1,315,819   ","850,355   ",64.6   ,"825,108   ",62.7   ,"25,247   ",3.0   
17,Illinois,2017,7,"10,142,497   ","6,634,129   ",65.4   ,"6,299,326   ",62.1   ,"334,803   ",5.0   
18,Indiana,2017,7,"5,189,970   ","3,371,487   ",65.0   ,"3,249,713   ",62.6   ,"121,774   ",3.6   
19,Iowa,2017,7,"2,465,952   ","1,715,099   ",69.6   ,"1,662,659   ",67.4   ,"52,440   ",3.1   
20,Kansas,2017,7,"2,227,158   ","1,515,250   ",68.0   ,"1,449,099   ",65.1   ,"66,151   ",4.4   
21,Kentucky,2017,7,"3,491,116   ","2,072,709   ",59.4   ,"1,962,127   ",56.2   ,"110,582   ",5.3   
22,Louisiana,2017,7,"3,585,554   ","2,132,519   ",59.5   ,"2,011,217   ",56.1   ,"121,302   ",5.7   
23,Maine,2017,7,"1,106,399   ","723,196   ",65.4   ,"700,251   ",63.3   ,"22,945   ",3.2   
24,Maryland,2017,7,"4,800,145   ","3,302,259   ",68.8   ,"3,161,762   ",65.9   ,"140,497   ",4.3   
25,Massachusetts,2017,7,"5,657,070   ","3,782,347   ",66.9   ,"3,627,033   ",64.1   ,"155,314   ",4.1   
26,Michigan,2017,7,"8,001,747   ","4,973,966   ",62.2   ,"4,710,203   ",58.9   ,"263,763   ",5.3   
27,Minnesota,2017,7,"4,381,597   ","3,104,084   ",70.8   ,"3,000,456   ",68.5   ,"103,628   ",3.3   
28,Mississippi,2017,7,"2,285,338   ","1,291,506   ",56.5   ,"1,211,313   ",53.0   ,"80,193   ",6.2   
29,Missouri,2017,7,"4,776,443   ","3,095,408   ",64.8   ,"2,972,286   ",62.2   ,"123,122   ",4.0   
30,Montana,2017,7,"837,250   ","536,669   ",64.1   ,"516,618   ",61.7   ,"20,051   ",3.7   
31,Nebraska,2017,7,"1,474,319   ","1,037,442   ",70.4   ,"1,004,658   ",68.1   ,"32,784   ",3.2   
32,Nevada,2017,7,"2,309,416   ","1,450,571   ",62.8   ,"1,376,240   ",59.6   ,"74,331   ",5.1   
33,New Hampshire,2017,7,"1,113,138   ","768,850   ",69.1   ,"748,022   ",67.2   ,"20,828   ",2.7   
34,New Jersey,2017,7,"7,272,205   ","4,682,463   ",64.4   ,"4,452,672   ",61.2   ,"229,791   ",4.9   
35,New Mexico,2017,7,"1,626,890   ","953,688   ",58.6   ,"888,452   ",54.6   ,"65,236   ",6.8   
36,New York,2017,7,"16,176,572   ","9,985,496   ",61.7   ,"9,501,125   ",58.7   ,"484,371   ",4.9   
51000,New York city,2017,7,"7,091,418   ","4,342,922   ",61.2   ,"4,129,607   ",58.2   ,"213,315   ",4.9   
37,North Carolina,2017,7,"7,935,565   ","4,918,368   ",62.0   ,"4,683,785   ",59.0   ,"234,583   ",4.8   
38,North Dakota,2017,7,"587,565   ","423,932   ",72.2   ,"414,002   ",70.5   ,"9,930   ",2.3   
39,Ohio,2017,7,"9,238,265   ","5,902,976   ",63.9   ,"5,592,941   ",60.5   ,"310,035   ",5.3   
40,Oklahoma,2017,7,"2,986,982   ","1,837,478   ",61.5   ,"1,761,953   ",59.0   ,"75,525   ",4.1   
41,Oregon,2017,7,"3,330,961   ","2,110,688   ",63.4   ,"2,017,523   ",60.6   ,"93,165   ",4.4   
42,Pennsylvania,2017,7,"10,356,762   ","6,565,398   ",63.4   ,"6,206,909   ",59.9   ,"358,489   ",5.5   
44,Rhode Island,2017,7,"882,121   ","572,829   ",64.9   ,"545,603   ",61.9   ,"27,226   ",4.8   
45,South Carolina,2017,7,"3,899,904   ","2,294,375   ",58.8   ,"2,190,802   ",56.2   ,"103,573   ",4.5   
46,South Dakota,2017,7,"658,998   ","463,302   ",70.3   ,"450,182   ",68.3   ,"13,120   ",2.8   
47,Tennessee,2017,7,"5,287,017   ","3,224,207   ",61.0   ,"3,100,032   ",58.6   ,"124,175   ",3.9   
48,Texas,2017,7,"21,148,442   ","13,501,132   ",63.8   ,"12,896,315   ",61.0   ,"604,817   ",4.5   
49,Utah,2017,7,"2,262,936   ","1,564,774   ",69.1   ,"1,514,135   ",66.9   ,"50,639   ",3.2   
50,Vermont,2017,7,"527,970   ","360,746   ",68.3   ,"350,218   ",66.3   ,"10,528   ",2.9   
51,Virginia,2017,7,"6,628,274   ","4,412,503   ",66.6   ,"4,247,556   ",64.1   ,"164,947   ",3.7   
53,Washington,2017,7,"5,857,502   ","3,754,479   ",64.1   ,"3,586,283   ",61.2   ,"168,196   ",4.5   
54,West Virginia,2017,7,"1,466,646   ","792,537   ",54.0   ,"751,451   ",51.2   ,"41,086   ",5.2   
55,Wisconsin,2017,7,"4,618,478   ","3,195,633   ",69.2   ,"3,087,256   ",66.8   ,"108,377   ",3.4   
56,Wyoming,2017,7,"445,249   ","297,539   ",66.8   ,"285,645   ",64.2   ,"11,894   ",4.0   
1,Alabama,2017,8,"3,892,163   ","2,208,299   ",56.7   ,"2,109,057   ",54.2   ,"99,242   ",4.5   
2,Alaska,2017,8,"546,477   ","365,657   ",66.9   ,"344,024   ",63.0   ,"21,633   ",5.9   
4,Arizona,2017,8,"5,351,714   ","3,241,162   ",60.6   ,"3,069,398   ",57.4   ,"171,764   ",5.3   
5,Arkansas,2017,8,"2,313,770   ","1,351,431   ",58.4   ,"1,299,133   ",56.1   ,"52,298   ",3.9   
6,California,2017,8,"30,830,320   ","19,197,302   ",62.3   ,"18,226,484   ",59.1   ,"970,818   ",5.1   
37,Los Angeles County,2017,8,"8,082,245   ","5,096,249   ",63.1   ,"4,823,458   ",59.7   ,"272,791   ",5.4   
8,Colorado,2017,8,"4,385,333   ","2,989,367   ",68.2   ,"2,907,981   ",66.3   ,"81,386   ",2.7   
9,Connecticut,2017,8,"2,901,999   ","1,924,521   ",66.3   ,"1,836,426   ",63.3   ,"88,095   ",4.6   
10,Delaware,2017,8,"764,962   ","478,705   ",62.6   ,"455,662   ",59.6   ,"23,043   ",4.8   
11,District of Columbia,2017,8,"558,693   ","393,312   ",70.4   ,"367,801   ",65.8   ,"25,511   ",6.5   
12,Florida,2017,8,"16,855,400   ","9,991,726   ",59.3   ,"9,533,700   ",56.6   ,"458,026   ",4.6   
13,Georgia,2017,8,"8,008,564   ","5,100,609   ",63.7   ,"4,850,099   ",60.6   ,"250,510   ",4.9   
15,Hawaii,2017,8,"1,121,134   ","690,465   ",61.6   ,"676,190   ",60.3   ,"14,275   ",2.1   
16,Idaho,2017,8,"1,318,540   ","844,789   ",64.1   ,"820,535   ",62.2   ,"24,254   ",2.9   
17,Illinois,2017,8,"10,142,220   ","6,572,617   ",64.8   ,"6,232,315   ",61.4   ,"340,302   ",5.2   
18,Indiana,2017,8,"5,193,251   ","3,347,636   ",64.5   ,"3,221,648   ",62.0   ,"125,988   ",3.8   
19,Iowa,2017,8,"2,466,841   ","1,696,266   ",68.8   ,"1,644,940   ",66.7   ,"51,326   ",3.0   
20,Kansas,2017,8,"2,227,969   ","1,483,712   ",66.6   ,"1,423,871   ",63.9   ,"59,841   ",4.0   
21,Kentucky,2017,8,"3,492,335   ","2,051,949   ",58.8   ,"1,956,496   ",56.0   ,"95,453   ",4.7   
22,Louisiana,2017,8,"3,585,778   ","2,115,196   ",59.0   ,"1,998,037   ",55.7   ,"117,159   ",5.5   
23,Maine,2017,8,"1,107,028   ","719,463   ",65.0   ,"698,859   ",63.1   ,"20,604   ",2.9   
24,Maryland,2017,8,"4,802,674   ","3,261,522   ",67.9   ,"3,124,321   ",65.1   ,"137,201   ",4.2   
25,Massachusetts,2017,8,"5,660,650   ","3,770,837   ",66.6   ,"3,626,480   ",64.1   ,"144,357   ",3.8   
26,Michigan,2017,8,"8,004,763   ","4,956,437   ",61.9   ,"4,713,949   ",58.9   ,"242,488   ",4.9   
27,Minnesota,2017,8,"4,385,044   ","3,080,984   ",70.3   ,"2,977,598   ",67.9   ,"103,386   ",3.4   
28,Mississippi,2017,8,"2,285,045   ","1,270,541   ",55.6   ,"1,201,800   ",52.6   ,"68,741   ",5.4   
29,Missouri,2017,8,"4,777,853   ","3,055,079   ",63.9   ,"2,932,370   ",61.4   ,"122,709   ",4.0   
30,Montana,2017,8,"838,037   ","533,761   ",63.7   ,"513,720   ",61.3   ,"20,041   ",3.8   
31,Nebraska,2017,8,"1,475,274   ","1,023,961   ",69.4   ,"992,930   ",67.3   ,"31,031   ",3.0   
32,Nevada,2017,8,"2,313,778   ","1,447,303   ",62.6   ,"1,374,396   ",59.4   ,"72,907   ",5.0   
33,New Hampshire,2017,8,"1,113,862   ","763,338   ",68.5   ,"742,187   ",66.6   ,"21,151   ",2.8   
34,New Jersey,2017,8,"7,276,146   ","4,639,326   ",63.8   ,"4,420,823   ",60.8   ,"218,503   ",4.7   
35,New Mexico,2017,8,"1,627,683   ","948,196   ",58.3   ,"889,654   ",54.7   ,"58,542   ",6.2   
36,New York,2017,8,"16,181,486   ","9,906,616   ",61.2   ,"9,422,939   ",58.2   ,"483,677   ",4.9   
51000,New York city,2017,8,"7,092,775   ","4,299,717   ",60.6   ,"4,088,548   ",57.6   ,"211,169   ",4.9   
37,North Carolina,2017,8,"7,945,010   ","4,872,363   ",61.3   ,"4,634,547   ",58.3   ,"237,816   ",4.9   
38,North Dakota,2017,8,"587,820   ","419,939   ",71.4   ,"409,928   ",69.7   ,"10,011   ",2.4   
39,Ohio,2017,8,"9,241,488   ","5,863,228   ",63.4   ,"5,574,984   ",60.3   ,"288,244   ",4.9   
40,Oklahoma,2017,8,"2,987,947   ","1,827,907   ",61.2   ,"1,752,010   ",58.6   ,"75,897   ",4.2   
41,Oregon,2017,8,"3,334,317   ","2,102,027   ",63.0   ,"2,007,959   ",60.2   ,"94,068   ",4.5   
42,Pennsylvania,2017,8,"10,360,524   ","6,514,390   ",62.9   ,"6,162,728   ",59.5   ,"351,662   ",5.4   
44,Rhode Island,2017,8,"882,706   ","569,655   ",64.5   ,"542,633   ",61.5   ,"27,022   ",4.7   
45,South Carolina,2017,8,"3,903,880   ","2,271,888   ",58.2   ,"2,168,986   ",55.6   ,"102,902   ",4.5   
46,South Dakota,2017,8,"659,402   ","459,368   ",69.7   ,"444,977   ",67.5   ,"14,391   ",3.1   
47,Tennessee,2017,8,"5,292,324   ","3,204,021   ",60.5   ,"3,089,102   ",58.4   ,"114,919   ",3.6   
48,Texas,2017,8,"21,174,902   ","13,482,083   ",63.7   ,"12,875,772   ",60.8   ,"606,311   ",4.5   
49,Utah,2017,8,"2,267,344   ","1,561,048   ",68.8   ,"1,508,278   ",66.5   ,"52,770   ",3.4   
50,Vermont,2017,8,"528,215   ","358,219   ",67.8   ,"347,728   ",65.8   ,"10,491   ",2.9   
51,Virginia,2017,8,"6,632,713   ","4,363,578   ",65.8   ,"4,197,796   ",63.3   ,"165,782   ",3.8   
53,Washington,2017,8,"5,865,750   ","3,743,349   ",63.8   ,"3,567,080   ",60.8   ,"176,269   ",4.7   
54,West Virginia,2017,8,"1,466,046   ","790,409   ",53.9   ,"747,718   ",51.0   ,"42,691   ",5.4   
55,Wisconsin,2017,8,"4,620,945   ","3,167,677   ",68.6   ,"3,061,111   ",66.2   ,"106,566   ",3.4   
56,Wyoming,2017,8,"445,295   ","295,718   ",66.4   ,"284,288   ",63.8   ,"11,430   ",3.9   
1,Alabama,2017,9,"3,894,542   ","2,206,792   ",56.7   ,"2,119,863   ",54.4   ,"86,929   ",3.9   
2,Alaska,2017,9,"546,423   ","360,879   ",66.0   ,"339,645   ",62.2   ,"21,234   ",5.9   
4,Arizona,2017,9,"5,360,338   ","3,269,650   ",61.0   ,"3,110,331   ",58.0   ,"159,319   ",4.9   
5,Arkansas,2017,9,"2,314,830   ","1,357,524   ",58.6   ,"1,309,568   ",56.6   ,"47,956   ",3.5   
6,California,2017,9,"30,847,344   ","19,325,359   ",62.6   ,"18,464,932   ",59.9   ,"860,427   ",4.5   
37,Los Angeles County,2017,9,"8,082,473   ","5,159,818   ",63.8   ,"4,913,451   ",60.8   ,"246,367   ",4.8   
8,Colorado,2017,9,"4,392,248   ","3,008,880   ",68.5   ,"2,933,094   ",66.8   ,"75,786   ",2.5   
9,Connecticut,2017,9,"2,903,241   ","1,918,245   ",66.1   ,"1,839,725   ",63.4   ,"78,520   ",4.1   
10,Delaware,2017,9,"765,832   ","475,491   ",62.1   ,"455,547   ",59.5   ,"19,944   ",4.2   
11,District of Columbia,2017,9,"559,113   ","395,269   ",70.7   ,"371,426   ",66.4   ,"23,843   ",6.0   
12,Florida,2017,9,"16,878,338   ","10,016,890   ",59.3   ,"9,593,529   ",56.8   ,"423,361   ",4.2   
13,Georgia,2017,9,"8,017,427   ","5,142,291   ",64.1   ,"4,915,540   ",61.3   ,"226,751   ",4.4   
15,Hawaii,2017,9,"1,121,492   ","691,266   ",61.6   ,"677,355   ",60.4   ,"13,911   ",2.0   
16,Idaho,2017,9,"1,321,324   ","848,192   ",64.2   ,"824,978   ",62.4   ,"23,214   ",2.7   
17,Illinois,2017,9,"10,142,584   ","6,563,932   ",64.7   ,"6,261,059   ",61.7   ,"302,873   ",4.6   
18,Indiana,2017,9,"5,196,898   ","3,341,007   ",64.3   ,"3,233,819   ",62.2   ,"107,188   ",3.2   
19,Iowa,2017,9,"2,467,890   ","1,702,849   ",69.0   ,"1,658,154   ",67.2   ,"44,695   ",2.6   
20,Kansas,2017,9,"2,228,841   ","1,488,313   ",66.8   ,"1,439,886   ",64.6   ,"48,427   ",3.3   
21,Kentucky,2017,9,"3,493,683   ","2,054,658   ",58.8   ,"1,968,153   ",56.3   ,"86,505   ",4.2   
22,Louisiana,2017,9,"3,586,188   ","2,115,137   ",59.0   ,"2,011,889   ",56.1   ,"103,248   ",4.9   
23,Maine,2017,9,"1,107,704   ","705,780   ",63.7   ,"685,431   ",61.9   ,"20,349   ",2.9   
24,Maryland,2017,9,"4,805,368   ","3,259,578   ",67.8   ,"3,137,485   ",65.3   ,"122,093   ",3.7   
25,Massachusetts,2017,9,"5,664,692   ","3,721,091   ",65.7   ,"3,583,885   ",63.3   ,"137,206   ",3.7   
26,Michigan,2017,9,"8,008,389   ","4,945,717   ",61.8   ,"4,718,683   ",58.9   ,"227,034   ",4.6   
27,Minnesota,2017,9,"4,388,856   ","3,082,871   ",70.2   ,"2,995,061   ",68.2   ,"87,810   ",2.8   
28,Mississippi,2017,9,"2,284,845   ","1,273,196   ",55.7   ,"1,211,903   ",53.0   ,"61,293   ",4.8   
29,Missouri,2017,9,"4,779,576   ","3,051,957   ",63.9   ,"2,955,563   ",61.8   ,"96,394   ",3.2   
30,Montana,2017,9,"838,893   ","529,990   ",63.2   ,"511,991   ",61.0   ,"17,999   ",3.4   
31,Nebraska,2017,9,"1,476,309   ","1,021,386   ",69.2   ,"993,549   ",67.3   ,"27,837   ",2.7   
